Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.0208741832	300007.962	300007.962	300007.962	300007.962	0	0	0	0	0	0	3
2	3	0	0.0417483664	300005.131	300006.547	300005.131	300007.962	1.4155457	0	0	0	0	0	3
3	3	0	0.0626225495	300003.049	300005.381	300003.049	300007.962	2.58139323	0	0	0	0	0	3
4	3	0	0.0834967327	300002.286	300004.607	300002.286	300007.962	3.35522398	0	0	0	0	0	3
5	4	0	0.104370916	300002.184	300004.122	300002.184	300007.962	3.83992694	0	0	0	0	0	3
6	4	0	0.125245099	300002.307	300003.82	300002.184	300007.962	4.14245007	0	0	0	0	0	3
7	5	0	0.146119282	300002.456	300003.625	300002.184	300007.962	4.33729241	0	0	0	0	0	3
8	5	0	0.166993465	300002.592	300003.496	300002.184	300007.962	4.46636515	0	0	0	0	0	3
9	6	0	0.187867649	300002.637	300003.4	300002.184	300007.962	4.56180606	0	0	0	0	0	3
10	6	0	0.208741832	300002.668	300003.327	300002.184	300007.962	4.63501577	0	0	0	0	0	3
11	6	0	0.229616015	300002.654	300003.266	300002.184	300007.962	4.69622856	0	0	0	0	0	3
12	7	0	0.250490198	300002.677	300003.217	300002.184	300007.962	4.74531634	0	0	0	0	0	3
13	7	0	0.271364381	300002.699	300003.177	300002.184	300007.962	4.78515651	0	0	0	0	0	3
14	8	0	0.292238564	300002.746	300003.146	300002.184	300007.962	4.81591896	0	0	0	0	0	3
15	8	0	0.313112748	300002.788	300003.122	300002.184	300007.962	4.83980447	0	0	0	0	0	3
16	8	0	0.333986931	300002.834	300003.104	300002.184	300007.962	4.85785931	0	0	0	0	0	3
17	9	0	0.354861114	300002.881	300003.091	300002.184	300007.962	4.87100722	0	0	0	0	0	3
18	9	0	0.375735297	300002.918	300003.082	300002.184	300007.962	4.88061583	0	0	0	0	0	3
19	10	0	0.39660948	300002.95	300003.075	300002.184	300007.962	4.88756695	0	0	0	0	0	3
20	10	0	0.417483664	300002.984	300003.07	300002.184	300007.962	4.89209113	0	0	0	0	0	3
21	11	0	0.438357847	300003.004	300003.067	300002.184	300007.962	4.89524301	0	0	0	0	0	3
22	11	0	0.45923203	300003.027	300003.065	300002.184	300007.962	4.8970486	0	0	0	0	0	3
23	12	0	0.480106213	300003.045	300003.064	300002.184	300007.962	4.89794625	0	0	0	0	0	3
24	12	0	0.500980396	300003.064	300003.064	300002.184	300007.962	4.8979569	0	0	0	0	0	3
25	12	0	0.521854579	300003.079	300002.861	300002.184	300005.131	2.94764737	0	0	0	0	0	3
26	13	0	0.542728763	300003.091	300002.776	300002.184	300003.091	0.90713228	0	0	0	0	0	3
27	13	0	0.563602946	300003.099	300002.778	300002.184	300003.099	0.91523008	0	0	0	0	0	3
