Iteration	CPUTime	PhysTime	Travels
1	9	0	0.0135874139
2	10	0	0.0271748278
3	12	0	0.0407622417
4	13	0	0.0543496556
5	15	0	0.0679370695
6	17	0	0.0815244834
7	19	0	0.0951118973
8	20	0	0.108699311
9	22	0	0.122286725
10	23	0	0.135874139
11	25	0	0.149461553
12	26	0	0.163048967
13	27	0	0.176636381
14	29	0	0.190223795
15	30	0	0.203811208
16	32	0	0.217398622
17	33	0	0.230986036
18	34	0	0.24457345
19	36	0	0.258160864
20	37	0	0.271748278
21	39	0	0.285335692
22	40	0	0.298923106
23	41	0	0.31251052
24	42	0	0.326097934
25	44	0	0.339685347
26	45	0	0.353272761
27	46	0	0.366860175
28	48	0	0.380447589
29	49	0	0.394035003
30	51	0	0.407622417
31	52	0	0.421209831
32	53	0	0.434797245
33	55	0	0.448384659
34	56	0	0.461972073
35	57	0	0.475559486
36	59	0	0.4891469
37	60	0	0.502734314
38	61	0	0.516321728
39	62	0	0.529909142
40	64	0	0.543496556
41	65	0	0.55708397
42	66	0	0.570671384
43	67	0	0.584258798
44	69	0	0.597846212
45	70	0	0.611433625
46	71	0	0.625021039
47	73	0	0.638608453
48	74	0	0.652195867
49	75	0	0.665783281
50	77	0	0.679370695
51	78	0	0.692958109
52	79	0	0.706545523
53	80	0	0.720132937
54	82	0	0.733720351
55	83	0	0.747307764
56	84	0	0.760895178
57	86	0	0.774482592
58	87	0	0.788070006
59	88	0	0.80165742
60	90	0	0.815244834
61	91	0	0.828832248
62	92	0	0.842419662
63	93	0	0.856007076
64	95	0	0.869594489
65	96	0	0.883181903
66	97	0	0.896769317
67	99	0	0.910356731
68	100	0	0.923944145
69	101	0	0.937531559
70	103	0	0.951118973
71	104	0	0.964706387
72	105	0	0.978293801
73	106	0	0.991881215
74	108	0	1.00546863
75	109	0	1.01905604
76	110	0	1.03264346
77	112	0	1.04623087
78	113	0	1.05981828
79	114	0	1.0734057
80	116	0	1.08699311
81	117	0	1.10058053
82	118	0	1.11416794
83	119	0	1.12775535
84	121	0	1.14134277
85	122	0	1.15493018
86	123	0	1.1685176
87	125	0	1.18210501
88	126	0	1.19569242
89	127	0	1.20927984
90	128	0	1.22286725
91	130	0	1.23645466
92	131	0	1.25004208
93	132	0	1.26362949
94	134	0	1.27721691
95	135	0	1.29080432
96	136	0	1.30439173
97	137	0	1.31797915
98	139	0	1.33156656
99	140	0	1.34515398
100	141	0	1.35874139
101	143	0	1.3723288
102	145	0	1.38591622
103	146	0	1.39950363
104	147	0	1.41309105
105	149	0	1.42667846
106	150	0	1.44026587
107	151	0	1.45385329
108	153	0	1.4674407
109	154	0	1.48102811
110	155	0	1.49461553
111	157	0	1.50820294
112	158	0	1.52179036
113	160	0	1.53537777
114	161	0	1.54896518
115	162	0	1.5625526
116	164	0	1.57614001
117	165	0	1.58972743
118	167	0	1.60331484
119	168	0	1.61690225
120	169	0	1.63048967
121	171	0	1.64407708
122	172	0	1.6576645
123	174	0	1.67125191
124	175	0	1.68483932
125	177	0	1.69842674
126	178	0	1.71201415
127	180	0	1.72560157
128	181	0	1.73918898
129	183	0	1.75277639
130	184	0	1.76636381
131	186	0	1.77995122
132	188	0	1.79353863
133	189	0	1.80712605
134	191	0	1.82071346
135	193	0	1.83430088
136	194	0	1.84788829
137	196	0	1.8614757
138	197	0	1.87506312
139	199	0	1.88865053
140	200	0	1.90223795
141	201	0	1.91582536
142	203	0	1.92941277
143	204	0	1.94300019
144	206	0	1.9565876
145	207	0	1.97017502
146	209	0	1.98376243
147	210	0	1.99734984
148	212	0	2.01093726
149	213	0	2.02452467
150	214	0	2.03811208
151	216	0	2.0516995
152	217	0	2.06528691
153	219	0	2.07887433
154	220	0	2.09246174
155	222	0	2.10604915
156	223	0	2.11963657
157	224	0	2.13322398
158	226	0	2.1468114
159	227	0	2.16039881
160	229	0	2.17398622
161	230	0	2.18757364
162	232	0	2.20116105
163	233	0	2.21474847
164	235	0	2.22833588
165	236	0	2.24192329
166	237	0	2.25551071
167	239	0	2.26909812
168	241	0	2.28268553
169	243	0	2.29627295
170	244	0	2.30986036
171	246	0	2.32344778
172	247	0	2.33703519
173	249	0	2.3506226
174	250	0	2.36421002
175	251	0	2.37779743
176	253	0	2.39138485
177	254	0	2.40497226
178	256	0	2.41855967
179	257	0	2.43214709
180	259	0	2.4457345
181	260	0	2.45932192
182	261	0	2.47290933
183	263	0	2.48649674
184	264	0	2.50008416
185	266	0	2.51367157
186	267	0	2.52725899
187	268	0	2.5408464
188	270	0	2.55443381
189	271	0	2.56802123
190	273	0	2.58160864
191	274	0	2.59519605
192	276	0	2.60878347
193	277	0	2.62237088
194	279	0	2.6359583
195	280	0	2.64954571
196	281	0	2.66313312
197	283	0	2.67672054
198	284	0	2.69030795
199	286	0	2.70389537
200	287	0	2.71748278
201	289	0	2.73107019
202	291	0	2.74465761
203	292	0	2.75824502
204	294	0	2.77183244
205	296	0	2.78541985
206	297	0	2.79900726
207	299	0	2.81259468
208	301	0	2.82618209
209	302	0	2.8397695
210	304	0	2.85335692
211	305	0	2.86694433
212	307	0	2.88053175
213	308	0	2.89411916
214	310	0	2.90770657
215	311	0	2.92129399
216	312	0	2.9348814
217	314	0	2.94846882
218	315	0	2.96205623
219	317	0	2.97564364
220	318	0	2.98923106
221	320	0	3.00281847
222	321	0	3.01640589
223	322	0	3.0299933
224	324	0	3.04358071
225	325	0	3.05716813
226	327	0	3.07075554
227	328	0	3.08434295
228	330	0	3.09793037
229	331	0	3.11151778
230	332	0	3.1251052
231	334	0	3.13869261
232	335	0	3.15228002
233	337	0	3.16586744
234	338	0	3.17945485
235	340	0	3.19304227
236	341	0	3.20662968
237	342	0	3.22021709
238	344	0	3.23380451
239	345	0	3.24739192
240	347	0	3.26097934
241	348	0	3.27456675
242	350	0	3.28815416
243	351	0	3.30174158
244	352	0	3.31532899
245	354	0	3.32891641
246	355	0	3.34250382
247	357	0	3.35609123
248	358	0	3.36967865
249	360	0	3.38326606
250	361	0	3.39685347
251	363	0	3.41044089
252	364	0	3.4240283
253	366	0	3.43761572
254	367	0	3.45120313
255	369	0	3.46479054
256	371	0	3.47837796
257	372	0	3.49196537
258	373	0	3.50555279
259	375	0	3.5191402
260	376	0	3.53272761
261	378	0	3.54631503
262	379	0	3.55990244
263	381	0	3.57348986
264	382	0	3.58707727
265	384	0	3.60066468
266	385	0	3.6142521
267	386	0	3.62783951
268	388	0	3.64142692
269	389	0	3.65501434
270	391	0	3.66860175
271	392	0	3.68218917
272	394	0	3.69577658
273	395	0	3.70936399
274	397	0	3.72295141
275	398	0	3.73653882
276	400	0	3.75012624
277	401	0	3.76371365
278	402	0	3.77730106
279	404	0	3.79088848
280	405	0	3.80447589
281	407	0	3.81806331
282	408	0	3.83165072
283	410	0	3.84523813
284	411	0	3.85882555
285	413	0	3.87241296
286	414	0	3.88600037
287	415	0	3.89958779
288	417	0	3.9131752
289	418	0	3.92676262
290	420	0	3.94035003
291	421	0	3.95393744
292	423	0	3.96752486
293	424	0	3.98111227
294	426	0	3.99469969
295	427	0	4.0082871
