Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0131941424	101332.687	101332.687	101332.687	101332.687	0	0	0	0	0	0	3
2	4	0	0.0263882848	101328.648	101330.667	101328.648	101332.687	2.01939131	0	0	0	0	0	3
3	5	0	0.0395824272	101326.617	101329.317	101326.617	101332.687	3.36961995	0	0	0	0	0	3
4	6	0	0.0527765696	101326.15	101328.526	101326.15	101332.687	4.16129895	0	0	0	0	0	3
5	7	0	0.065970712	101326.117	101328.044	101326.117	101332.687	4.64299645	0	0	0	0	0	3
6	8	0	0.0791648543	101326.285	101327.751	101326.117	101332.687	4.93616316	0	0	0	0	0	3
7	9	0	0.0923589967	101326.351	101327.551	101326.117	101332.687	5.13609388	0	0	0	0	0	3
8	9	0	0.105553139	101326.418	101327.409	101326.117	101332.687	5.27763851	0	0	0	0	0	3
9	10	0	0.118747282	101326.451	101327.303	101326.117	101332.687	5.3840583	0	0	0	0	0	3
10	11	0	0.131941424	101326.485	101327.221	101326.117	101332.687	5.4658401	0	0	0	0	0	3
11	12	0	0.145135566	101326.527	101327.158	101326.117	101332.687	5.52888647	0	0	0	0	0	3
12	13	0	0.158329709	101326.578	101327.11	101326.117	101332.687	5.57720844	0	0	0	0	0	3
13	14	0	0.171523851	101326.627	101327.072	101326.117	101332.687	5.61436615	0	0	0	0	0	3
14	14	0	0.184717993	101326.668	101327.044	101326.117	101332.687	5.64327082	0	0	0	0	0	3
15	15	0	0.197912136	101326.703	101327.021	101326.117	101332.687	5.66596998	0	0	0	0	0	3
16	16	0	0.211106278	101326.737	101327.003	101326.117	101332.687	5.6837079	0	0	0	0	0	3
17	17	0	0.224300421	101326.775	101326.99	101326.117	101332.687	5.69714451	0	0	0	0	0	3
18	18	0	0.237494563	101326.806	101326.979	101326.117	101332.687	5.70734983	0	0	0	0	0	3
19	19	0	0.250688705	101326.833	101326.972	101326.117	101332.687	5.71503493	0	0	0	0	0	3
20	19	0	0.263882848	101326.856	101326.966	101326.117	101332.687	5.72082973	0	0	0	0	0	3
21	20	0	0.27707699	101326.877	101326.962	101326.117	101332.687	5.72506287	0	0	0	0	0	3
22	21	0	0.290271133	101326.9	101326.959	101326.117	101332.687	5.72787118	0	0	0	0	0	3
23	22	0	0.303465275	101326.92	101326.957	101326.117	101332.687	5.72955766	0	0	0	0	0	3
24	23	0	0.316659417	101326.936	101326.956	101326.117	101332.687	5.7304323	0	0	0	0	0	3
25	24	0	0.32985356	101326.95	101326.956	101326.117	101332.687	5.73068077	0	0	0	0	0	3
26	25	0	0.343047702	101326.962	101326.956	101326.117	101332.687	5.73068077	0	0	0	0	0	3
27	25	0	0.356241845	101326.975	101326.957	101326.117	101332.687	5.73068077	0	0	0	0	0	3
28	26	0	0.369435987	101326.986	101326.958	101326.117	101332.687	5.73068077	0	0	0	0	0	3
29	27	0	0.382630129	101326.995	101326.959	101326.117	101332.687	5.73068077	0	0	0	0	0	3
30	28	0	0.395824272	101327.002	101326.961	101326.117	101332.687	5.73068077	0	0	0	0	0	3
31	29	0	0.409018414	101327.008	101326.962	101326.117	101332.687	5.73068077	0	0	0	0	0	3
32	30	0	0.422212556	101327.014	101326.964	101326.117	101332.687	5.73068077	0	0	0	0	0	3
33	31	0	0.435406699	101327.019	101326.966	101326.117	101332.687	5.73068077	0	0	0	0	0	3
34	32	0	0.448600841	101327.024	101326.967	101326.117	101332.687	5.73068077	0	0	0	0	0	3
35	32	0	0.461794984	101327.027	101326.969	101326.117	101332.687	5.73068077	0	0	0	0	0	3
36	33	0	0.474989126	101327.029	101326.971	101326.117	101332.687	5.73068077	0	0	0	0	0	3
37	34	0	0.488183268	101327.031	101326.972	101326.117	101332.687	5.73068077	0	0	0	0	0	3
38	35	0	0.501377411	101327.033	101326.974	101326.117	101332.687	5.73068077	0	0	0	0	0	3
39	36	0	0.514571553	101327.033	101326.825	101326.117	101328.648	2.53100383	0	0	0	0	0	3
